 time            time            v(net3)        
 7.07840000e-09  7.07840000e-09  2.18502536e-04 
 7.11840000e-09  7.11840000e-09  2.18916739e-04 
 7.15840000e-09  7.15840000e-09  2.19279012e-04 
 7.19840000e-09  7.19840000e-09  2.19705666e-04 
 7.23840000e-09  7.23840000e-09  2.20526950e-04 
 7.27840000e-09  7.27840000e-09  2.22688342e-04 
 7.31840000e-09  7.31840000e-09  2.28774885e-04 
 7.35840000e-09  7.35840000e-09  2.45845582e-04 
 7.39840000e-09  7.39840000e-09  2.94324914e-04 
 7.43840000e-09  7.43840000e-09  4.41764594e-04 
 7.47840000e-09  7.47840000e-09  9.82700098e-04 
 7.51840000e-09  7.51840000e-09  4.76642988e-03 
 7.55840000e-09  7.55840000e-09  1.54285344e-01 
 7.59840000e-09  7.59840000e-09  1.91908129e-01 
 7.63840000e-09  7.63840000e-09  1.92196950e-01 
 7.67840000e-09  7.67840000e-09  1.73047906e-01 
 7.71840000e-09  7.71840000e-09  9.45962071e-03 
 7.75840000e-09  7.75840000e-09 -7.70918434e-04 
 7.79840000e-09  7.79840000e-09 -6.21020707e-05 
 7.83840000e-09  7.83840000e-09  2.76513187e-04 
 7.87840000e-09  7.87840000e-09  3.26119256e-04 
 7.91840000e-09  7.91840000e-09  3.12722936e-04 
 7.95840000e-09  7.95840000e-09  2.99824445e-04 
 7.99840000e-09  7.99840000e-09  2.91244086e-04 
 8.03840000e-09  8.03840000e-09  2.84325226e-04 
 8.07840000e-09  8.07840000e-09  2.78152900e-04 
 8.11840000e-09  8.11840000e-09  2.72580912e-04 
 8.15840000e-09  8.15840000e-09  2.67559020e-04 
 8.19840000e-09  8.19840000e-09  2.63027011e-04 
 8.23840000e-09  8.23840000e-09  2.58925464e-04 
 8.27840000e-09  8.27840000e-09  2.55202795e-04 
 8.31840000e-09  8.31840000e-09  2.51815144e-04 
 8.35840000e-09  8.35840000e-09  2.48724966e-04 
 8.39840000e-09  8.39840000e-09  2.45899915e-04 
 8.43840000e-09  8.43840000e-09  2.43312015e-04 
 8.47840000e-09  8.47840000e-09  2.40936988e-04 
 8.51840000e-09  8.51840000e-09  2.38753697e-04 
 8.55840000e-09  8.55840000e-09  2.36743680e-04 
 8.59840000e-09  8.59840000e-09  2.34890742e-04 
 8.63840000e-09  8.63840000e-09  2.33180627e-04 
 8.67840000e-09  8.67840000e-09  2.31600723e-04 
 8.71840000e-09  8.71840000e-09  2.30139830e-04 
 8.75840000e-09  8.75840000e-09  2.28787949e-04 
 8.79840000e-09  8.79840000e-09  2.27536117e-04 
 8.83840000e-09  8.83840000e-09  2.26376263e-04 
 8.87840000e-09  8.87840000e-09  2.25301089e-04 
 8.91840000e-09  8.91840000e-09  2.24303972e-04 
 8.95840000e-09  8.95840000e-09  2.23378881e-04 
 8.99840000e-09  8.99840000e-09  2.22520311e-04 
 9.03840000e-09  9.03840000e-09  2.21723220e-04 
 9.07840000e-09  9.07840000e-09  2.20982988e-04 
 9.11840000e-09  9.11840000e-09  2.20295371e-04 
 9.15840000e-09  9.15840000e-09  2.19656473e-04 
 9.19840000e-09  9.19840000e-09  2.19062712e-04 
 9.23840000e-09  9.23840000e-09  2.18510804e-04 
 9.27840000e-09  9.27840000e-09  2.17997736e-04 
 9.31840000e-09  9.31840000e-09  2.17520755e-04 
 9.35840000e-09  9.35840000e-09  2.17077340e-04 
 9.39840000e-09  9.39840000e-09  2.16665190e-04 
 9.43840000e-09  9.43840000e-09  2.16282200e-04 
 9.47840000e-09  9.47840000e-09  2.15926442e-04 
 9.51840000e-09  9.51840000e-09  2.15596151e-04 
 9.55840000e-09  9.55840000e-09  2.15289705e-04 
 9.59840000e-09  9.59840000e-09  2.15005610e-04 
 9.63840000e-09  9.63840000e-09  2.14742486e-04 
 9.67840000e-09  9.67840000e-09  2.14499054e-04 
 9.71840000e-09  9.71840000e-09  2.14274124e-04 
 9.75840000e-09  9.75840000e-09  2.14066584e-04 
 9.79840000e-09  9.79840000e-09  2.13875392e-04 
 9.83840000e-09  9.83840000e-09  2.13699568e-04 
 9.87840000e-09  9.87840000e-09  2.13538190e-04 
 9.91840000e-09  9.91840000e-09  2.13390387e-04 
 9.95840000e-09  9.95840000e-09  2.13255338e-04 
 9.99840000e-09  9.99840000e-09  2.13132275e-04 
 1.00384000e-08  1.00384000e-08  2.13020477e-04 
 1.00784000e-08  1.00784000e-08  2.12919279e-04 
 1.01184000e-08  1.01184000e-08  2.12828069e-04 
 1.01584000e-08  1.01584000e-08  2.12746294e-04 
 1.01984000e-08  1.01984000e-08  2.12673461e-04 
 1.02384000e-08  1.02384000e-08  2.12609143e-04 
 1.02784000e-08  1.02784000e-08  2.12552975e-04 
 1.03184000e-08  1.03184000e-08  2.12504655e-04 
 1.03584000e-08  1.03584000e-08  2.12463949e-04 
 1.03984000e-08  1.03984000e-08  2.12430680e-04 
 1.04384000e-08  1.04384000e-08  2.12404734e-04 
 1.04784000e-08  1.04784000e-08  2.12386049e-04 
 1.05184000e-08  1.05184000e-08  2.12374620e-04 
 1.05584000e-08  1.05584000e-08  2.12370492e-04 
 1.05984000e-08  1.05984000e-08  2.12373760e-04 
 1.06384000e-08  1.06384000e-08  2.12384568e-04 
 1.06784000e-08  1.06784000e-08  2.12403108e-04 
 1.07184000e-08  1.07184000e-08  2.12429623e-04 
 1.07584000e-08  1.07584000e-08  2.12464407e-04 
 1.07984000e-08  1.07984000e-08  2.12507808e-04 
 1.08384000e-08  1.08384000e-08  2.12560231e-04 
 1.08784000e-08  1.08784000e-08  2.12622144e-04 
 1.09184000e-08  1.09184000e-08  2.12694078e-04 
 1.09584000e-08  1.09584000e-08  2.12776635e-04 
 1.09984000e-08  1.09984000e-08  2.12870496e-04 
 1.10384000e-08  1.10384000e-08  2.12976419e-04 
 1.10784000e-08  1.10784000e-08  2.13095251e-04 
 1.11184000e-08  1.11184000e-08  2.13227927e-04 
 1.11584000e-08  1.11584000e-08  2.13375475e-04 
 1.11984000e-08  1.11984000e-08  2.13539018e-04 
 1.12384000e-08  1.12384000e-08  2.13719766e-04 
 1.12784000e-08  1.12784000e-08  2.13919010e-04 
 1.13184000e-08  1.13184000e-08  2.14138100e-04 
 1.13584000e-08  1.13584000e-08  2.14378411e-04 
 1.13984000e-08  1.13984000e-08  2.14641287e-04 
